Club Name,Player Name,Position,Salary,FootyStats Link
Leeds United,Brenden Aaronson,Midfielder - Attacking Midfield,"€2,400,000",https://footystats.org/players/usa/brenden-aaronson
Leeds United,Marc Roca,Midfielder - Defensive Midfield,"€1,612,000",https://footystats.org/players/spain/marc-roca
Leeds United,Tyler Adams,Midfielder - Defensive Midfield,"€867,704",https://footystats.org/players/usa/tyler-adams
Leeds United,Luke Ayling,Defender - Right Back,"€2,082,444",https://footystats.org/players/england/luke-ayling
Leeds United,Robin Koch,Defender - Centre Back,"€2,750,556",https://footystats.org/players/germany/robin-koch
Leeds United,Liam Cooper,Defender - Centre Back,"€338,000",https://footystats.org/players/scotland/liam-cooper
Leeds United,Pascal Struijk,Defender - Left Back,"€424,090",https://footystats.org/players/netherlands/pascal-struijk
Leeds United,Junior Firpo,Defender - Left Back,"€5,000,000",https://footystats.org/players/spain/junior-firpo
Leeds United,Rasmus Kristensen,Defender - Right Back,"€718,407",https://footystats.org/players/denmark/rasmus-kristensen
Leeds United,Cody Drameh,Defender - Right Back,"€146,957",https://footystats.org/players/england/cody-drameh
Leeds United,Illan Meslier,Goalkeeper - Goalkeeper,"€1,308,660",https://footystats.org/players/france/illan-meslier
Southampton,Che Adams,Forward - Centre Forward,"€3,102,258",https://footystats.org/players/scotland/che-adams
Southampton,Sékou Mara,Forward - Centre Forward,"€2,260,652",https://footystats.org/players/france/sekou-mara
Southampton,Adam Armstrong,Forward,"€2,856,948",https://footystats.org/players/england/adam-armstrong
Southampton,Moussa Djenepo,Midfielder - Left Wing,"€3,278,832",https://footystats.org/players/mali/moussa-djenepo
Southampton,James Ward-Prowse,Midfielder - Central Midfield,"€5,950,647",https://footystats.org/players/england/james-ward-prowse
Southampton,Stuart Armstrong,Midfielder - Central Midfield,"€3,461,237",https://footystats.org/players/scotland/stuart-armstrong
Southampton,Mohamed Elyounoussi,Midfielder - Left Wing,"€3,583,304",https://footystats.org/players/norway/mohamed-elyounoussi
Southampton,Oriol Romeu,Midfielder - Defensive Midfield,"€3,894,976",https://footystats.org/players/spain/oriol-romeu
Southampton,Roméo Lavia,Midfielder - Defensive Midfield,"€2,265,513",https://footystats.org/players/belgium/romeo-lavia
Southampton,Ibrahima Diallo,Midfielder - Defensive Midfield,"€3,281,178",https://footystats.org/players/france/ibrahima-diallo
Southampton,Ainsley Maitland-Niles,Midfielder - Right Midfield,"€4,047,192",https://footystats.org/players/england/ainsley-maitland-niles
Southampton,Duje Ćaleta-Car,Defender,"€3,093,943",https://footystats.org/players/croatia/duje-caleta-car
Southampton,Romain Perraud,Defender - Left Back,"€2,340,684",https://footystats.org/players/france/romain-perraud
Southampton,Armel Bella-Kotchap,Defender,"€2,563,229",https://footystats.org/players/germany/armel-bella-kotchap
Southampton,Mohammed Salisu,Defender - Centre Back,"€2,320,717",https://footystats.org/players/ghana/mohammed-salisu
Southampton,Lyanco,Defender,"€2,980,912",https://footystats.org/players/brazil/lyanco
Southampton,Yan Valery,Defender - Right Back,"€1,100,000",https://footystats.org/players/tunisia/yan-valery
Southampton,Gavin Bazunu,Goalkeeper - Goalkeeper,"€2,442,949",https://footystats.org/players/republic-of-ireland/gavin-bazunu
