Player Name,Position,Club Name,Age,Starts,Mins,Goals,npG,Assists,crdY,crdR,xG,npXG,xA
Ki Sung-yueng,2,17,29,14,1302,0.0,0.0,1.0,2.0,0.0,0.3,0.3,1.0
Javier Manquillo,3,17,24,12,1101,0.0,0.0,3.0,2.0,0.0,0.1,0.1,0.7
Florian Lejeune,3,17,27,12,1054,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4
Jonjo Shelvey,2,17,26,10,948,1.0,1.0,1.0,1.0,0.0,0.9,0.9,1.7
Ciaran Clark,3,17,28,9,858,3.0,3.0,0.0,1.0,0.0,0.5,0.5,0.1
Miguel Almirón,2,17,24,9,759,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.6
Sean Longstaff,2,17,20,8,687,1.0,1.0,0.0,2.0,0.0,0.7,0.7,0.5
Joselu,1,17,28,5,596,2.0,2.0,0.0,1.0,0.0,1.6,1.6,0.0
Yoshinori Mutō,1,17,26,5,524,1.0,1.0,0.0,1.0,0.0,0.9,0.9,0.8
Jacob Murphy,2,17,23,3,302,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.6
Antonio Barreca,3,17,23,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Redmond,2,21,24,36,3270,6.0,6.0,4.0,3.0,0.0,7.6,7.6,4.7
Pierre Højbjerg,2,21,22,31,2760,4.0,4.0,3.0,8.0,2.0,2.6,2.6,2.4
Oriol Romeu,2,21,26,25,2136,1.0,1.0,0.0,11.0,0.0,0.9,0.9,1.0
Ryan Bertrand,3,21,28,24,2160,1.0,1.0,0.0,8.0,0.0,1.2,1.2,1.7
Jan Bednarek,3,21,22,24,2151,0.0,0.0,1.0,7.0,0.0,0.8,0.8,0.7
Jannik Vestergaard,3,21,25,23,2027,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.6
Danny Ings,1,21,26,23,1651,7.0,4.0,3.0,1.0,0.0,9.4,7.0,3.1
James Ward-Prowse,2,21,23,21,1945,7.0,6.0,0.0,4.0,0.0,3.4,2.7,3.2
Yan Valery,3,21,19,20,1712,2.0,2.0,1.0,4.0,1.0,0.7,0.7,0.2
Jack Stephens,3,21,24,19,1700,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.2
Mario Lemina,2,21,24,18,1613,1.0,1.0,1.0,5.0,0.0,1.1,1.1,1.1
Maya Yoshida,3,21,29,17,1518,0.0,0.0,1.0,0.0,0.0,1.9,1.9,0.5
Cédric Soares,3,21,26,16,1495,1.0,1.0,2.0,4.0,0.0,0.3,0.3,1.0
Stuart Armstrong,2,21,26,16,1432,3.0,3.0,2.0,2.0,0.0,2.0,2.0,1.5
Matt Targett,3,21,22,13,1186,1.0,1.0,3.0,2.0,0.0,0.5,0.5,2.3
Wesley Hoedt,3,21,24,13,1170,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0
Shane Long,1,21,31,12,1272,5.0,5.0,1.0,3.0,0.0,4.6,4.6,1.6
Charlie Austin,1,21,29,11,983,2.0,2.0,2.0,1.0,0.0,3.6,3.3,0.9
Mohamed Elyounoussi,2,21,23,8,793,0.0,0.0,0.0,0.0,0.0,2.1,2.1,1.1
Manolo Gabbiadini,1,21,26,4,476,1.0,1.0,0.0,0.0,0.0,1.2,1.2,0.4
Josh Sims,2,21,21,2,212,0.0,0.0,1.0,0.0,0.0,0.6,0.6,0.7
Michael Obafemi,1,21,18,1,137,1.0,1.0,1.0,1.0,0.0,1.7,1.7,0.4
Callum Slattery,2,21,19,1,112,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0
Steven Davis,2,21,33,1,98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
Kayne Ramsey,3,21,17,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Gallagher,1,21,22,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyreke Johnson,2,21,19,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toby Alderweireld,3,22,29,33,2922,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.6
Christian Eriksen,2,22,26,30,2774,8.0,8.0,12.0,3.0,0.0,5.4,5.4,7.4
Harry Kane,1,22,25,27,2424,17.0,13.0,4.0,5.0,0.0,14.4,11.3,4.0
Moussa Sissoko,2,22,28,27,2330,0.0,0.0,3.0,2.0,0.0,0.9,0.9,2.5
Kieran Trippier,3,22,27,26,2276,1.0,1.0,3.0,2.0,0.0,0.5,0.5,4.1
Lucas Moura,1,22,25,25,2121,10.0,10.0,0.0,3.0,0.0,6.3,6.3,1.5
Son Heung-min,1,22,26,23,2039,12.0,12.0,6.0,2.0,1.0,7.5,7.5,3.6
Davinson Sánchez,3,22,22,22,1942,1.0,1.0,1.0,2.0,0.0,1.4,1.4,0.4
Jan Vertonghen,3,22,31,22,1911,1.0,1.0,0.0,4.0,1.0,1.0,1.0,0.2
Dele Alli,2,22,22,22,1825,5.0,5.0,3.0,4.0,0.0,4.8,4.8,3.1
Ben Davies,3,22,25,20,1844,0.0,0.0,0.0,2.0,0.0,0.5,0.5,2.1
Danny Rose,3,22,28,20,1798,0.0,0.0,3.0,5.0,0.0,0.7,0.7,2.2
Eric Dier,2,22,24,18,1506,3.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0
Harry Winks,2,22,22,17,1597,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.3
Juan Foyth,3,22,20,10,888,1.0,1.0,0.0,3.0,1.0,0.7,0.7,0.8
Érik Lamela,2,22,26,9,974,4.0,4.0,2.0,2.0,0.0,3.3,3.3,1.8
Mousa Dembélé,2,22,31,7,515,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fernando Llorente,1,22,33,6,694,1.0,1.0,4.0,2.0,0.0,3.4,3.4,1.6
Serge Aurier,3,22,25,6,564,0.0,0.0,2.0,1.0,0.0,0.1,0.1,1.0
Victor Wanyama,2,22,27,4,516,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.1
Kyle Walker-Peters,3,22,21,4,376,0.0,0.0,3.0,1.0,0.0,0.3,0.3,0.5
Oliver Skipp,2,22,17,2,220,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0
Vincent Janssen,1,22,24,0,39,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0
Georges-Kévin N'Koudou,1,22,23,0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
Luke Amos,2,22,21,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Cathcart,3,23,29,35,3096,3.0,3.0,0.0,2.0,0.0,1.5,1.5,0.2
Abdoulaye Doucouré,2,23,25,34,3062,5.0,5.0,6.0,7.0,0.0,6.2,6.2,4.7
Étienne Capoue,2,23,30,33,2944,1.0,1.0,3.0,14.0,1.0,1.4,1.4,1.0
Roberto Pereyra,2,23,27,33,2815,6.0,6.0,1.0,3.0,0.0,5.4,5.4,3.2
Will Hughes,2,23,23,31,2418,2.0,2.0,4.0,5.0,0.0,2.5,2.5,2.6
Troy Deeney,1,23,30,28,2545,9.0,8.0,5.0,4.0,1.0,9.5,8.7,4.6
José Holebas,3,23,34,27,2393,3.0,3.0,6.0,12.0,1.0,1.0,1.0,4.1
Gerard Deulofeu,1,23,24,26,2066,10.0,10.0,5.0,3.0,0.0,8.0,8.0,4.1
Kiko Femenía,3,23,27,22,2049,1.0,1.0,1.0,1.0,0.0,0.4,0.4,1.6
Adrian Mariappa,3,23,31,20,1927,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6
