Player Name,Position,Club Name,Age,Starts,Mins,Goals,npG,Assists,crdY,crdR,xG,npXG,xA
Bobby Thomas,DF,Burnley,,0,,,,,,,,,
Sam Waller,GK,Burnley,17,0,,,,,,,,,
Edouard Mendy,GK,Chelsea,29,34,"3,060",0,0,0,3,0,0.0,0.0,0.0
Antonio Rüdiger,DF,Chelsea,28,34,"3,035",3,3,0,9,0,2.3,2.3,0.7
Thiago Silva,DF,Chelsea,36,28,"2,650",3,3,0,2,0,0.9,0.9,0.2
Mason Mount,MF,Chelsea,22,27,"2,363",11,10,10,4,0,8.0,7.2,6.7
Jorginho,MF,Chelsea,29,26,"2,273",6,0,2,5,0,5.8,0.3,2.7
Marcos Alonso,DF,Chelsea,30,25,"2,167",4,4,4,8,0,2.8,2.8,4.5
César Azpilicueta,DF,Chelsea,31,24,"2,070",1,1,2,3,0,0.9,0.9,1.8
Reece James,DF,Chelsea,21,22,"1,864",5,5,9,4,1,3.1,3.1,5.9
Kai Havertz,"FW,MF",Chelsea,22,22,"1,809",8,8,3,3,0,8.7,8.7,2.2
N'Golo Kanté,MF,Chelsea,30,21,"1,773",2,2,4,2,0,1.5,1.5,2.1
Andreas Christensen,DF,Chelsea,25,17,"1,496",0,0,0,2,0,0.6,0.6,0.2
Trevoh Chalobah,DF,Chelsea,22,17,"1,449",3,3,1,2,0,1.1,1.1,0.3
Romelu Lukaku,FW,Chelsea,28,16,"1,589",8,7,0,1,0,6.6,5.8,3.0
Mateo Kovačić,MF,Chelsea,27,16,"1,558",2,2,5,4,0,1.6,1.6,3.2
Timo Werner,"FW,MF",Chelsea,25,15,"1,283",4,4,1,1,0,6.8,6.8,0.3
Hakim Ziyech,"MF,FW",Chelsea,28,14,"1,319",4,4,3,3,0,3.4,3.4,2.9
Ruben Loftus-Cheek,"MF,DF",Chelsea,25,13,"1,394",0,0,2,1,0,1.2,1.2,2.4
Christian Pulisic,"MF,FW",Chelsea,22,13,"1,290",6,6,2,2,0,4.9,4.9,1.3
Callum Hudson-Odoi,"MF,FW",Chelsea,20,11,962,1,1,2,1,0,2.5,2.5,2.1
Malang Sarr,DF,Chelsea,22,6,546,0,0,0,2,0,0.0,0.0,0.4
Ben Chilwell,DF,Chelsea,24,6,542,3,3,1,0,0,0.9,0.9,0.8
Saúl Ñíguez,"DF,MF",Chelsea,26,5,480,0,0,0,1,0,0.3,0.3,0.5
Kepa Arrizabalaga,GK,Chelsea,26,4,360,0,0,0,0,0,0.0,0.0,0.0
Ross Barkley,"MF,FW",Chelsea,27,1,179,1,1,0,0,0,1.0,1.0,0.5
Kenedy,DF,Chelsea,25,1,58,0,0,1,0,0,0.0,0.0,0.6
Emerson Palmieri,DF,Chelsea,26,0,5,0,0,0,0,0,0.0,0.0,0.0
Tammy Abraham,FW,Chelsea,23,0,,,,,,,,,
Marcus Bettinelli,GK,Chelsea,29,0,,,,,,,,,
Lewis Hall,MF,Chelsea,16,0,,,,,,,,,
Harvey Vale,MF,Chelsea,17,0,,,,,,,,,
Kurt Zouma,DF,Chelsea,26,0,,,,,,,,,
Marc Guéhi,DF,Crystal Palace,21,36,"3,222",2,2,1,4,0,2.5,2.5,1.3
Tyrick Mitchell,DF,Crystal Palace,21,35,"3,101",0,0,2,1,0,0.2,0.2,1.7
Conor Gallagher,MF,Crystal Palace,21,33,"2,845",8,8,3,10,0,6.3,6.3,3.1
Joachim Andersen,DF,Crystal Palace,25,32,"2,916",0,0,3,4,0,0.7,0.7,1.7
Wilfried Zaha,FW,Crystal Palace,28,31,"2,760",14,9,1,6,1,9.5,3.9,5.1
Vicente Guaita,GK,Crystal Palace,34,30,"2,655",0,0,0,2,0,0.0,0.0,0.0
Joel Ward,DF,Crystal Palace,31,27,"2,487",0,0,0,8,0,0.3,0.3,0.5
Jordan Ayew,FW,Crystal Palace,29,23,"2,019",3,3,3,2,0,3.1,3.1,2.8
Cheikhou Kouyaté,MF,Crystal Palace,31,23,"1,974",0,0,1,3,0,0.5,0.5,0.8
Jeffrey Schlupp,"MF,FW",Crystal Palace,28,20,"1,851",4,4,1,1,0,3.4,3.4,1.6
Odsonne Édouard,FW,Crystal Palace,23,18,"1,564",6,5,3,4,0,6.4,5.6,1.9
James McArthur,MF,Crystal Palace,33,15,"1,439",0,0,3,4,0,0.3,0.3,1.4
Nathaniel Clyne,DF,Crystal Palace,30,15,"1,351",0,0,1,1,0,0.1,0.1,0.4
Jean-Philippe Mateta,FW,Crystal Palace,24,13,"1,145",5,5,1,2,0,5.8,5.8,1.3
Will Hughes,MF,Crystal Palace,26,13,"1,053",0,0,1,6,0,0.1,0.1,0.6
Michael Olise,"FW,MF",Crystal Palace,19,12,"1,141",2,2,5,4,0,1.7,1.7,3.9
Christian Benteke,FW,Crystal Palace,30,11,"1,145",4,4,1,3,0,4.9,4.9,1.3
Luka Milivojević,MF,Crystal Palace,30,9,774,0,0,0,1,0,0.3,0.3,0.7
Jack Butland,GK,Crystal Palace,28,8,765,0,0,0,0,0,0.0,0.0,0.0
Eberechi Eze,"MF,FW",Crystal Palace,23,6,605,1,1,1,1,0,0.4,0.4,0.9
James Tomkins,DF,Crystal Palace,32,6,547,1,1,0,2,0,0.5,0.5,0.2
Jaïro Riedewald,MF,Crystal Palace,24,1,118,0,0,0,0,0,0.0,0.0,0.1
Jesuran Rak Sakyi,"FW,MF",Crystal Palace,18,1,80,0,0,0,0,0,0.0,0.0,0.0
Nathan Ferguson,DF,Crystal Palace,20,0,9,0,0,0,0,0,0.0,0.0,0.0
Omotayo Adaramola,DF,Crystal Palace,17,0,,,,,,,,,
Scott Banks,MF,Crystal Palace,19,0,,,,,,,,,
Reece Hannam,DF,Crystal Palace,20,0,,,,,,,,,
Martin Kelly,"DF,MF",Crystal Palace,31,0,,,,,,,,,
Remi Matthews,GK,Crystal Palace,27,0,,,,,,,,,
Robert Street,FW,Crystal Palace,19,0,,,,,,,,,
Jordan Pickford,GK,Everton,27,35,"3,150",0,0,0,2,0,0.0,0.0,0.1
Michael Keane,DF,Everton,28,31,"2,792",3,3,2,4,1,1.2,1.2,1.6
Séamus Coleman,DF,Everton,32,30,"2,656",1,1,0,4,0,1.2,1.2,0.8
Abdoulaye Doucouré,MF,Everton,28,29,"2,537",2,2,4,6,0,2.2,2.2,2.0
Richarlison,FW,Everton,24,28,"2,523",10,7,5,9,0,9.2,6.8,3.6
Demarai Gray,"MF,FW",Everton,25,28,"2,338",5,5,4,3,0,4.0,4.0,3.6
Anthony Gordon,"MF,FW",Everton,20,25,"2,285",4,4,2,4,0,3.5,3.5,3.8
Allan,MF,Everton,30,25,"2,183",0,0,2,7,1,0.2,0.2,0.8
Mason Holgate,DF,Everton,24,23,"2,134",2,2,1,7,1,1.3,1.3,0.1
Ben Godfrey,DF,Everton,23,23,"2,029",0,0,0,6,0,1.4,1.4,0.8
Alex Iwobi,"MF,DF",Everton,25,22,"2,035",2,2,2,1,0,2.3,2.3,2.6
Andros Townsend,"MF,FW",Everton,30,17,"1,455",3,2,2,3,0,2.2,1.5,3.1
Dominic Calvert-Lewin,FW,Everton,24,15,"1,283",5,3,2,2,0,6.5,4.2,1.6
Lucas Digne,DF,Everton,28,13,"1,170",0,0,0,4,0,0.3,0.3,1.4
Vitaliy Mykolenko,DF,Everton,22,12,"1,055",1,1,0,0,0,0.5,0.5,0.8
Jonjoe Kenny,DF,Everton,24,11,"1,018",0,0,1,3,1,0.2,0.2,0.8
Yerry Mina,DF,Everton,26,11,846,0,0,0,3,0,0.3,0.3,0.0
Salomón Rondón,FW,Everton,31,8,790,1,1,1,3,1,1.8,1.8,0.7
Fabian Delph,MF,Everton,31,8,662,0,0,0,2,0,0.0,0.0,0.1
André Gomes,MF,Everton,28,7,619,0,0,1,3,0,0.7,0.7,0.2
Donny van de Beek,MF,Everton,24,5,483,1,1,0,1,0,1.1,1.1,0.1
Jarrad Branthwaite,DF,Everton,19,4,388,1,1,0,0,1,0.5,0.5,0.0
Asmir Begović,GK,Everton,34,3,270,0,0,0,0,0,0.0,0.0,0.0
Tom Davies,MF,Everton,23,2,234,1,1,0,1,0,0.8,0.8,0.0
Dele Alli,"MF,FW",Everton,25,1,338,0,0,0,3,0,0.1,0.1,0.4
Jean-Philippe Gbamin,MF,Everton,25,1,67,0,0,0,0,0,0.0,0.0,0.0
Ellis Simms,FW,Everton,20,1,61,0,0,0,0,0,0.0,0.0,0.0
Lewis Dobbin,"FW,MF",Everton,18,0,32,0,0,0,1,0,0.0,0.0,0.0
Tyler Onyango,MF,Everton,18,0,28,0,0,0,0,0,0.0,0.0,0.0
Isaac Price,MF,Everton,17,0,14,0,0,0,0,0,0.1,0.1,0.0
Anwar El Ghazi,"FW,MF",Everton,26,0,13,0,0,0,0,0,0.0,0.0,0.0
Cenk Tosun,MF,Everton,30,0,7,0,0,0,0,0,0.0,0.0,0.0
Moise Kean,FW,Everton,21,0,1,0,0,0,0,0,0.0,0.0,0.0
Nathan Broadhead,"FW,MF",Everton,23,0,,,,,,,,,
Andy Lonergan,GK,Everton,37,0,,,,,,,,,
Niels Nkounkou,"DF,MF",Everton,20,0,,,,,,,,,
Nathan Patterson,DF,Everton,19,0,,,,,,,,,
Harry Tyrer,GK,Everton,19,0,,,,,,,,,
Reece Welch,DF,Everton,17,0,,,,,,,,,
Charlie Whitaker,MF,Everton,17,0,,,,,,,,,
Illan Meslier,GK,Leeds United,21,38,"3,384",0,0,0,2,0,0.0,0.0,0.0
Stuart Dallas,"DF,MF",Leeds United,30,34,"2,919",1,1,1,5,0,1.9,1.9,2.3
Raphinha,"FW,MF",Leeds United,24,34,"2,915",11,7,3,7,0,10.2,7.0,7.5
Jack Harrison,"FW,MF",Leeds United,24,32,"2,639",8,8,1,3,0,4.4,4.4,3.2
Daniel James,"FW,MF",Leeds United,23,29,"2,366",4,4,4,7,1,6.1,6.1,2.9
Diego Llorente,DF,Leeds United,27,28,"2,340",3,3,0,7,0,1.0,1.0,0.1
Rodrigo,"MF,FW",Leeds United,30,27,"2,265",6,5,1,9,0,4.2,3.5,3.1
Luke Ayling,DF,Leeds United,29,26,"2,272",2,2,2,4,1,1.2,1.2,1.8
Mateusz Klich,MF,Leeds United,31,26,"2,073",1,1,2,5,0,2.8,2.8,2.2
Pascal Struijk,"DF,MF",Leeds United,21,22,"2,055",1,1,0,6,1,1.4,1.4,0.4
Liam Cooper,DF,Leeds United,29,21,"1,814",0,0,1,5,0,0.4,0.4,0.1
Junior Firpo,"DF,MF",Leeds United,24,19,"1,711",0,0,2,11,0,0.9,0.9,1.9
Kalvin Phillips,MF,Leeds United,25,18,"1,596",0,0,1,4,0,0.7,0.7,0.7
Robin Koch,"MF,DF",Leeds United,25,17,"1,574",0,0,0,3,0,0.8,0.8,0.4
Adam Forshaw,MF,Leeds United,29,17,"1,530",0,0,1,5,0,0.5,0.5,1.0
Tyler Roberts,"MF,FW",Leeds United,22,7,987,1,1,1,5,0,2.4,2.4,1.0
Jamie Shackleton,"DF,MF",Leeds United,21,7,709,0,0,0,4,0,0.2,0.2,0.0
Patrick Bamford,FW,Leeds United,27,7,559,2,2,2,2,0,3.0,3.0,1.1
Joe Gelhardt,"FW,MF",Leeds United,19,5,746,2,2,2,4,0,3.0,3.0,1.6
Sam Greenwood,"MF,FW",Leeds United,19,1,237,0,0,2,0,0,0.3,0.3,0.2
Lewis Bate,MF,Leeds United,18,1,146,0,0,0,0,0,0.0,0.0,0.0
Charlie Cresswell,DF,Leeds United,18,1,141,0,0,0,1,0,0.1,0.1,0.0
Cody Drameh,"DF,MF",Leeds United,19,1,128,0,0,0,1,0,0.0,0.0,0.0
